[19Dec2024 00:02:30.752] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-18, 12], pos: MutableBlockPos{x=-280, y=145, z=192}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:02:35.144] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-18, 10], pos: MutableBlockPos{x=-287, y=21, z=161}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:02:35.145] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-18, 10], pos: MutableBlockPos{x=-286, y=21, z=161}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:02:35.145] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-18, 10], pos: MutableBlockPos{x=-288, y=23, z=162}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:02:35.145] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-18, 10], pos: MutableBlockPos{x=-288, y=22, z=162}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:02:35.145] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-18, 10], pos: MutableBlockPos{x=-288, y=21, z=162}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:02:35.145] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-18, 10], pos: MutableBlockPos{x=-287, y=21, z=161}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:02:35.145] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-18, 10], pos: MutableBlockPos{x=-286, y=21, z=160}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:02:35.145] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-18, 10], pos: MutableBlockPos{x=-285, y=21, z=160}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:02:35.145] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-18, 10], pos: MutableBlockPos{x=-285, y=20, z=160}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:02:35.146] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-18, 10], pos: MutableBlockPos{x=-285, y=19, z=160}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:02:35.146] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-18, 10], pos: MutableBlockPos{x=-284, y=21, z=160}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:02:35.146] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-18, 10], pos: MutableBlockPos{x=-284, y=20, z=160}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:02:35.146] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-18, 10], pos: MutableBlockPos{x=-284, y=19, z=160}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:02:35.146] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-18, 10], pos: MutableBlockPos{x=-283, y=21, z=160}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:02:35.146] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-18, 10], pos: MutableBlockPos{x=-283, y=20, z=160}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:02:35.146] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-18, 10], pos: MutableBlockPos{x=-283, y=19, z=160}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:02:35.146] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-18, 10], pos: MutableBlockPos{x=-282, y=21, z=160}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:02:35.146] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-18, 10], pos: MutableBlockPos{x=-282, y=20, z=160}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:02:35.147] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-18, 10], pos: MutableBlockPos{x=-282, y=19, z=160}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:02:35.147] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-18, 10], pos: MutableBlockPos{x=-281, y=21, z=160}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:02:35.148] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-18, 10], pos: MutableBlockPos{x=-281, y=20, z=160}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:02:35.149] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-18, 10], pos: MutableBlockPos{x=-281, y=19, z=160}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:02:35.149] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-18, 10], pos: MutableBlockPos{x=-284, y=21, z=161}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:02:35.149] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-18, 10], pos: MutableBlockPos{x=-284, y=20, z=161}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:02:35.149] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-18, 10], pos: MutableBlockPos{x=-284, y=19, z=161}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:02:35.150] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-18, 10], pos: MutableBlockPos{x=-285, y=21, z=160}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:02:35.150] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-19, 10], pos: MutableBlockPos{x=-291, y=20, z=160}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:02:35.150] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-19, 10], pos: MutableBlockPos{x=-295, y=21, z=162}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:02:35.150] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-19, 10], pos: MutableBlockPos{x=-293, y=21, z=160}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:02:35.150] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-17, 8], pos: MutableBlockPos{x=-272, y=30, z=142}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:02:35.150] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-17, 8], pos: MutableBlockPos{x=-272, y=29, z=142}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:02:36.030] [Server thread/INFO] [do_a_barrel_roll/]: Client of Zoti5 accepted server config.
[19Dec2024 00:02:36.092] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 8013ms or 160 ticks behind
[19Dec2024 00:02:36.143] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, 14], pos: BlockPos{x=-230, y=98, z=224}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/surface_pillars]
[19Dec2024 00:02:36.143] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, 14], pos: BlockPos{x=-230, y=98, z=224}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/surface_pillars]
[19Dec2024 00:02:36.143] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, 14], pos: BlockPos{x=-230, y=98, z=224}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/surface_pillars]
[19Dec2024 00:02:36.143] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, 14], pos: BlockPos{x=-230, y=98, z=224}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/surface_pillars]
[19Dec2024 00:02:36.327] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 15], pos: MutableBlockPos{x=-224, y=97, z=251}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/fire]
[19Dec2024 00:02:36.647] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, 12], pos: MutableBlockPos{x=-230, y=139, z=192}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[19Dec2024 00:02:36.917] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-21, 10], pos: MutableBlockPos{x=-321, y=26, z=160}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:02:36.917] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-21, 10], pos: MutableBlockPos{x=-321, y=25, z=160}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:02:36.917] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-21, 10], pos: MutableBlockPos{x=-321, y=24, z=160}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[19Dec2024 00:02:37.200] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-21, 11], pos: BlockPos{x=-326, y=149, z=176}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:02:37.200] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-21, 11], pos: BlockPos{x=-327, y=162, z=176}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:02:37.201] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-21, 11], pos: BlockPos{x=-327, y=149, z=176}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:02:37.201] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-21, 11], pos: BlockPos{x=-327, y=162, z=176}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:02:37.201] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-21, 11], pos: BlockPos{x=-326, y=149, z=176}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:02:37.201] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-21, 11], pos: BlockPos{x=-327, y=162, z=176}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:02:37.202] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-21, 11], pos: BlockPos{x=-326, y=162, z=176}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:02:37.202] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-21, 11], pos: BlockPos{x=-325, y=162, z=176}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:02:37.202] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-21, 11], pos: BlockPos{x=-327, y=162, z=176}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:02:37.202] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-21, 11], pos: BlockPos{x=-329, y=161, z=176}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:02:37.203] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-21, 11], pos: BlockPos{x=-328, y=162, z=176}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:02:37.203] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-21, 11], pos: BlockPos{x=-327, y=162, z=176}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:02:37.203] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-21, 11], pos: BlockPos{x=-328, y=162, z=176}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:02:37.203] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-21, 11], pos: BlockPos{x=-327, y=162, z=176}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:02:37.203] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-21, 11], pos: BlockPos{x=-327, y=162, z=176}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:02:37.204] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-21, 11], pos: BlockPos{x=-326, y=162, z=176}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:02:37.204] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-21, 11], pos: BlockPos{x=-328, y=162, z=176}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
[19Dec2024 00:02:37.204] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-21, 11], pos: BlockPos{x=-328, y=162, z=176}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/ceiling_pillars]
